player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,last_first
118475,Georges,Israel,R,1983-05-19,FRA,,,Israel G.
118476,Nicolas,Vintras,U,1977-03-13,FRA,,,Vintras N.
118477,Michael,Berger,U,1977-09-22,USA,,,Berger M.
118478,Mark,Arrowsmith,U,1978-04-27,USA,,,Arrowsmith M.
118479,Daniel,Homedes Carballo,U,1978-08-24,ESP,,,Homedes Carballo D.
118480,Marko,Cerenko,U,1979-03-28,USA,,,Cerenko M.
118481,Rodrigo Almelda,Motta,U,1982-09-28,BRA,,,Motta R.
118482,Fernando,Guevara,U,1985-03-25,COL,,,Guevara F.
118483,Carlos Andres,Nunez,U,1983-07-09,COL,,,Nunez C.
118484,Jerome,Ferrari,U,1979-12-14,SUI,,,Ferrari J.
118485,Alonso,Zapata,U,1974-10-14,COL,,,Zapata A.
118486,Julien,Munoz,R,1981-08-29,FRA,,,Munoz J.
118487,Jose,Orozco,R,1983-11-07,COL,,,Orozco J.
118488,Arnaud,Benidor,U,1981-07-27,FRA,,,Benidor A.
118489,Maximilian,Schmuck,U,1980-09-12,GER,,,Schmuck M.
118490,Tom,Lloyd,U,1981-03-04,USA,,,Lloyd T.
118491,Robert,Topalo,U,1977-07-08,CZE,,,Topalo R.
118492,Witold,Cudny,R,1977-12-25,POL,,,Cudny W.
118493,Amir,Marandy,R,1982-04-14,FRA,,,Marandy A.
118494,Brenn,Auld,U,1981-10-03,USA,,,Auld B.
118495,Tetsuhiro,Yamamoto,U,1981-08-07,JPN,,,Yamamoto T.
118496,Nicolas,Delgado De Robles,U,1986-01-02,ESP,,,Delgado De Robles N.
118497,Quoc Bao,Truong,R,1980-05-21,VIE,,,Truong Q.
118498,Gilberto,Alvarez,U,1981-10-15,PUR,,,Alvarez G.
118499,Rahul,Rajkhewa,U,1983-10-19,IND,,,Rajkhewa R.
118500,Ajay,Chowdapalli,U,1979-03-11,IND,,,Chowdapalli A.
118501,Federico,Barton Presa,R,1983-03-23,MEX,,,Barton Presa F.
118502,Robert,Green,R,1981-07-21,GBR,,,Green R.
118503,Erick,Martinez,U,1982-11-08,MEX,,,Martinez E.
118504,Jose Antonio,Cobas Martinez,R,1982-10-28,CUB,,,Cobas Martinez J.
118505,Erick,Collazo Fernandez,U,1982-01-14,CUB,,,Collazo Fernandez E.
118506,Adam,Mcneil,U,1981-04-24,NZL,,,Mcneil A.
118507,Karol,Galik,U,1984-05-27,SVK,,,Galik K.
118508,Marian,Poloma,U,1973-04-30,SVK,,,Poloma M.
118509,Ivan,Sikula,U,1979-10-03,SVK,,,Sikula I.
118510,Andrej,Vrtak,U,1983-04-11,SVK,,,Vrtak A.
118511,Libor,Sedlacek,U,1979-08-05,CZE,,,Sedlacek L.
118512,Robert,Kotroczo,U,1983-03-29,ROU,,,Kotroczo R.
118513,Aleksander,Manojlovic,R,1982-01-24,SRB,,,Manojlovic A.
118514,Ben,Miles,U,1979-08-30,USA,,,Miles B.
118515,Mark Peter,Roberts,U,1981-06-24,RSA,,,Roberts M.
118516,Petrus,Molefe,U,1976-01-23,BOT,,,Molefe P.
118517,Dinos,Pavlou,R,1980-08-24,CYP,,,Pavlou D.
118518,Shaun,Ellison,R,1984-04-05,RSA,,,Ellison S.
118519,Philipp,Gruendler,U,1983-03-25,GER,,,Gruendler P.
118520,Conrad,Hurter,U,1976-06-06,RSA,,,Hurter C.
118521,Ruslan,Legar,U,1984-10-18,ISR,,,Legar R.
118522,Rudolf,Kostler,U,1982-01-13,AUT,,,Kostler R.
118523,Martin,Zathurecky,U,1977-11-12,SVK,,,Zathurecky M.
118524,Marek,Granec,U,1980-01-02,SVK,,,Granec M.
118525,Petr,Langa,U,1981-02-25,CZE,,,Langa P.
118526,Chia Che,Liu,U,1982-08-12,TPE,,,Liu C.
118527,Yu Da,Shieh,R,1985-01-28,TPE,,,Shieh Y.
118528,Claude,Farina,U,1982-08-12,FRA,,,Farina C.
118529,Arjan,Pondman,R,1981-09-29,NED,,,Pondman A.
118530,Mark,Derksen,U,1982-05-09,NED,,,Derksen M.
118531,Joffe,Van Der Heijden,U,1981-03-19,NED,,,Van Der Heijden J.
118532,Ryan,Newis,R,1981-10-10,AUS,,,Newis R.
118533,Leonardo,Moreira,U,1982-03-10,ARG,,,Moreira L.
118534,Marcelo,Larrarte,U,1983-04-29,ARG,,,Larrarte M.
118535,Federico,Uelstchi,U,1983-11-20,ARG,,,Uelstchi F.
118536,Ezequiel,Arechavaleta,U,1980-11-23,ARG,,,Arechavaleta E.
118537,Oscar Rodrigo,Novoa,U,1980-09-25,ARG,,,Novoa O.
118538,Hernan,Bottarlini,U,1981-10-01,ARG,,,Bottarlini H.
118539,Marcelo Osvaldo,Tarony,U,1983-03-11,ARG,,,Tarony M.
118540,Patrick,Couprie,U,1981-01-13,NED,,,Couprie P.
118541,Tara,Tanthasuwanlert,U,1984-01-28,THA,,,Tanthasuwanlert T.
118542,Michael,Frick,U,1982-11-29,HKG,,,Frick M.
118543,Petros,Simounovits,L,1984-05-14,GRE,,,Simounovits P.
118544,Jiri,Folber,U,1979-06-26,CZE,,,Folber J.
118545,Michalis,Zikas,U,1984-04-02,GRE,,,Zikas M.
118546,Daniel,Rodriguez Bethancour,L,1984-01-27,ESP,,,Rodriguez Bethancour D.
118547,Alberto,Goncalves Dias,U,1980-07-12,BRA,,,Goncalves Dias A.
118548,Clayvert,Gusmao,U,1972-12-10,BRA,,,Gusmao C.
118549,Thomas,Gaspar,U,1973-11-14,BRA,,,Gaspar T.
118550,Dusan,Hajatko,U,1979-08-22,CZE,,,Hajatko D.
118551,Diaguely Dittamba,Samassa,U,1981-09-02,MLI,,,Samassa D.
118552,Andrew,Irving,R,1978-09-13,USA,,,Irving A.
118553,Alfred,Koripamo,U,1978-02-06,NGR,,,Koripamo A.
118554,Sunday,Jegede,U,1984-11-24,NGR,,,Jegede S.
118555,Ibrahim,Kabiru,U,1979-12-27,NGR,,,Kabiru I.
118556,Musa,Braimoh,U,1974-07-26,NGR,,,Braimoh M.
118557,Gouram,Kostava,U,1975-09-01,GEO,,,Kostava G.
118558,Raul,Arroyo,R,1980-06-03,MEX,,,Arroyo R.
118559,Bernardo,Meneses,U,1974-10-15,MEX,,,Meneses B.
118560,Julio Cesar,Garza Oranday,R,1982-02-04,MEX,,,Garza Oranday J.
118561,Ivan,Sanchez Ramirez,U,1975-03-08,MEX,,,Sanchez Ramirez I.
118562,Luis,Garcia De Quevedo Vachez,R,1987-01-19,MEX,,,Garcia De Quevedo Vachez L.
118563,Ivan,Dargence,U,1982-08-10,MEX,,,Dargence I.
118564,Nicolas,Vogel,U,1982-12-03,GER,,,Vogel N.
118565,Omar,Fathi El Idrissi,U,1984-09-20,MAR,,,Fathi El Idrissi O.
118566,Ruben,Zrihen,U,1981-02-10,FRA,,,Zrihen R.
118567,Daniel,Amaral,U,1982-04-30,BRA,,,Amaral D.
118568,Tarek,Bel Guezzar,U,1976-12-07,MAR,,,Bel Guezzar T.
118569,Sunesh,Vather,U,1984-04-02,RSA,,,Vather S.
118570,Byron,Kidd,U,1979-02-27,GBR,,,Kidd B.
118571,Warren,Frewer,U,1969-07-01,NAM,,,Frewer W.
118572,Henrico,Du Plessis,U,1978-06-26,NAM,,,Du Plessis H.
118573,Andre,Janse Van Rensburg,U,1983-11-06,RSA,,,Janse Van Rensburg A.
118574,Adriaan,Basson,U,1974-08-15,NAM,,,Basson A.
118575,Johan,Theron,U,1975-09-09,NAM,,Q95999495,Theron J.
118576,Dewald,Barnard,U,1983-02-24,NAM,,,Barnard D.
118577,Charlton,Diergaardt,U,1983-06-24,NAM,,,Diergaardt C.
118578,Evert,Strydom,U,1957-08-16,NAM,,,Strydom E.
118579,Justin,Visser,R,1984-01-06,RSA,,,Visser J.
118580,Nicky,Buys,U,1982-03-29,NAM,,,Buys N.
118581,Roberto,Cavalcante,U,1972-07-27,BRA,,,Cavalcante R.
118582,Darin,Goldstein,U,1981-08-18,USA,,,Goldstein D.
118583,Scott,Crichlow,R,1975-06-24,USA,,,Crichlow S.
118584,Alok,Bhide,R,1982-02-04,IND,,,Bhide A.
118585,Josef,Fischer,U,1982-09-03,GER,,,Fischer J.
118586,Thomas,Hanus,U,1982-10-17,USA,,,Hanus T.
118587,Nenad,Zivkovic,U,1978-06-02,YUG,,,Zivkovic N.
118588,Mate,Gyenis,U,1980-05-04,HUN,,,Gyenis M.
118589,Michael,Date,U,1982-11-05,BAR,,,Date M.
118590,James,Betts,U,1978-08-17,BAR,,,Betts J.
118591,Russell,Moseley,U,1985-07-28,BAR,,,Moseley R.
118592,Jordi,Gil Fernandez,U,1983-07-23,ESP,,,Gil Fernandez J.
118593,Rafael,Abreu,U,1984-02-29,VEN,,,Abreu R.
118594,Sebastian,Nastari,U,1982-03-15,VEN,,,Nastari S.
118595,Ruben,Serna Tuduri,U,1983-07-11,ESP,,,Serna Tuduri R.
118596,Carlos,Cirne Lima,R,1984-08-03,BRA,,,Cirne Lima C.
118597,Eide,Igarashi,R,1985-03-17,BRA,,,Igarashi E.
118598,Ricardo,Barone,R,1983-08-31,BRA,,,Barone R.
118599,Thiago,Gondim,U,1980-11-26,BRA,,,Gondim T.
118600,Marcio,Petrone,U,1980-10-01,BRA,,,Petrone M.
118601,Tiago,Espirito Santo,U,1984-06-17,BRA,,,Espirito Santo T.
118602,Carlos,Matos,U,1980-07-14,BRA,,,Matos C.
118603,Evaldo,Silva,U,1975-05-16,BRA,,,Silva E.
118604,Camilo,Briceno,U,1982-12-29,BRA,,,Briceno C.
118605,Rafael,Hertz,U,1984-02-28,BRA,,,Hertz R.
118606,Vadim,Sergueev,U,1981-04-13,RUS,,,Sergueev V.
118607,Se Yong,Yoon,R,1981-01-21,KOR,,,Yoon S.
118608,Joo Hwan,Lee,U,1980-02-26,KOR,,,Lee J.
118609,Ji Ho,Park,U,1982-11-30,KOR,,,Park J.
118610,Deok Hwan,An,U,1980-09-16,KOR,,,An D.
118611,Jeong Mo,Tak,U,1980-03-13,KOR,,,Tak J.
118612,Yong Beom,Ma,U,1976-12-13,KOR,,,Ma Y.
118613,Bo Sung,Kim,U,1981-02-28,KOR,,,Kim B.
118614,Rio,Kuharski,U,1975-03-10,AUS,,,Kuharski R.
118615,Todd,Hiscox,U,1983-01-30,AUS,,,Hiscox T.
118616,Rene,Lackner,U,1981-09-07,AUT,,,Lackner R.
118617,Ramy,Saleh,U,1981-09-01,EGY,,,Saleh R.
118618,Abdullah,Nour,U,1983-06-17,KSA,,,Nour A.
118619,Nigel,Mitten,R,1979-04-10,CAY,,,Mitten N.
118620,Ben,Ashford,R,1979-06-04,GBR,,,Ashford B.
118621,Mohamed,Ali Hassan,U,1977-06-03,EGY,,,Ali Hassan M.
118622,Pedro,Gedda,U,1981-07-23,BRA,,,Gedda P.
118623,Jose Gustavo,Moreira,U,1982-02-27,BRA,,,Moreira J.
118624,Adam,Swiecicki,U,1983-06-20,POL,,,Swiecicki A.
118625,Marcin,Szymczak,U,1984-03-30,POL,,,Szymczak M.
118626,Michael,Rasmussen,U,1981-03-25,DEN,,,Rasmussen M.
118627,Saul,Moreno,U,1977-12-30,MEX,,,Moreno S.
118628,Art,Hsieh,U,1970-11-27,USA,,,Hsieh A.
118629,Victor,Medina,U,1984-08-22,MEX,,,Medina V.
118630,Ryan,Eveloff,U,1981-04-18,USA,,,Eveloff R.
118631,David,Araiza Davalos,R,1986-01-07,MEX,,,Araiza Davalos D.
118632,Sebastian,Solas,U,1985-03-03,MEX,,,Solas S.
118633,Robert,Cardenas,U,1984-04-23,VEN,,,Cardenas R.
118634,Alberto,Gutierrez,U,1979-03-15,COL,,,Gutierrez A.
118635,William,Mau Asam,R,1983-11-07,AHO,,,Mau Asam W.
118636,Janusch,Graf,U,1985-07-20,SUI,,,Graf J.
118637,Martin,Hochstrasser,U,1981-08-30,SUI,,,Hochstrasser M.
118638,Dax,Hankerson,R,1982-02-17,USA,,,Hankerson D.
118639,Jose,Berroa,U,1978-11-13,DOM,,,Berroa J.
118640,Sushant,Bihani,R,1982-05-18,IND,,,Bihani S.
118641,Tomas,Janda,R,1974-02-08,CZE,,,Janda T.
118642,Yasser Arafat,Mohammad,L,1979-12-27,IND,,,Mohammad Y.
118643,Udayakumar Reddy,Vakati,U,1980-04-28,IND,,,Vakati U.
118644,Tomas,Hladil,R,1983-07-30,CZE,,,Hladil T.
118645,Ravi Krishna,Palivela,R,1983-06-11,IND,,,Palivela R.
118646,Sidharth,Sharma,U,1982-12-14,IND,,,Sharma S.
118647,Pratim,Parekh,L,1983-04-25,IND,,,Parekh P.
118648,Indra Kumar,Mahajan,R,1984-11-09,IND,,,Mahajan I.
118649,Shryansh,Sacheti,R,1982-07-23,IND,,,Sacheti S.
118650,Vikrant,Sane,U,1985-04-25,IND,,,Sane V.
118651,Elad,Stern,U,1981-04-24,ISR,,,Stern E.
118652,Brett,Lucas,U,1977-04-29,AUS,,,Lucas B.
118653,Jorge,Williams Lopez,R,1985-06-25,MEX,,,Williams Lopez J.
118654,Gregory,Artzt,U,1979-10-14,USA,,,Artzt G.
118655,Nicolai,Sablowski,U,1976-08-31,GER,,,Sablowski N.
118656,Colin,Purcell,U,1984-06-14,USA,,,Purcell C.
118657,Jason,Gouget,U,1981-04-03,FRA,,,Gouget J.
118658,Tomoki,Nakagomi,U,1984-04-13,JPN,,,Nakagomi T.
118659,Laurent,Huet,U,1980-02-23,FRA,,,Huet L.
118660,Atsushi,Ueda,U,1982-05-13,JPN,,,Ueda A.
118661,Shannon,Buck,U,1983-11-24,USA,,,Buck S.
118662,Rostyslav,Orach,U,1979-03-18,USA,,,Orach R.
118663,Sebastien,Kosak,U,1982-05-11,FRA,,,Kosak S.
118664,Matthew,Rutherford,U,1978-07-24,USA,,,Rutherford M.
118665,Dino,Callone,U,1980-04-21,ARG,,,Callone D.
118666,Fabien,Robert,U,1976-02-26,FRA,,,Robert F.
118667,Hichem,Ben Bakhma,U,1982-07-31,ALG,,,Ben Bakhma H.
118668,Paul,Navarro,L,1983-07-30,FRA,,,Navarro P.
118669,Yue,Jia,U,1982-08-20,CHN,,,Jia Y.
118670,Georgiy,Hakobyan,U,1979-01-22,ARM,,,Hakobyan G.
118671,Tom,George,U,1983-08-16,AUS,,,George T.
118672,Amine,Mansouri,U,1985-03-06,ALG,,,Mansouri A.
118673,Luca,Casanova,U,1977-10-19,ITA,,,Casanova L.
118674,Christian,Kern,R,1985-01-07,AUT,,,Kern C.
118675,Seung Joo,Lee,U,1984-03-26,KOR,,,Lee S.
118676,Ashwat,Sarohia,R,1984-09-19,USA,,,Sarohia A.
118677,Carlo,Porqueddu,U,1970-07-19,ITA,,,Porqueddu C.
118678,Brent,Damico,U,1983-05-15,USA,,,Damico B.
118679,Pramod,Dabir,U,1984-10-05,USA,,,Dabir P.
118680,Matthew,Baccarani,L,1983-04-23,CAN,,,Baccarani M.
118681,Darius,Craton,R,1983-01-03,CAN,,,Craton D.
118682,Dorian,Rolston,R,1987-03-30,CAN,,,Rolston D.
118683,Aymeric,Collot,U,1977-07-05,FRA,,,Collot A.
118684,Alex,Martinatto,U,1977-12-24,FRA,,,Martinatto A.
118685,Markus,Hornung,R,1980-03-22,GER,,,Hornung M.
118686,Gregory,Lee,U,1981-07-26,USA,,,Lee G.
118687,Artem,Petushkov,L,1985-08-26,RUS,,,Petushkov A.
118688,Doruk,Baglan,R,1985-01-10,TUR,,,Baglan D.
118689,Ross,Nwachukwu,U,1972-08-02,USA,,,Nwachukwu R.
118690,Pablo,Gonzalez King,U,1978-07-30,ARG,,,Gonzalez King P.
118691,Eric,Scharf,U,1979-03-20,USA,,,Scharf E.
118692,Jason,Ontog,U,1980-09-26,USA,,,Ontog J.
118693,Mustafa,Ulukan,R,1985-06-21,TUR,,,Ulukan M.
118694,Dominic,Stoeckler,U,1984-01-24,SUI,,,Stoeckler D.
118695,Sergiy,Myropolsky,R,1981-04-20,UKR,,,Myropolsky S.
118696,Erdinc,Baykal,R,1980-08-12,TUR,,,Baykal E.
118697,Ediz,Tiyansan,U,1985-11-07,TUR,,,Tiyansan E.
118698,Antonio,Vainio,U,1983-02-19,FIN,,,Vainio A.
118699,James,Lake,U,1979-08-28,GBR,,,Lake J.
118700,Loic,Armand,U,1978-11-07,FRA,,,Armand L.
118701,Guillaume,Bottero,U,1979-09-13,FRA,,,Bottero G.
118702,Alexander,Muehler,U,1975-08-03,GER,,,Muehler A.
118703,Vanja,Turajlic,U,1984-10-11,CRO,,,Turajlic V.
118704,Alexei,Zharinov,U,1981-07-31,RUS,,,Zharinov A.
118705,Nathaniel,Emge,U,1983-08-15,USA,,,Emge N.
118706,Christian,Tempke,U,1982-06-15,GER,,,Tempke C.
118707,Lennart,Maack,U,1982-03-12,GER,,,Maack L.
118708,Eduardo,Pacheco,U,1980-07-25,MEX,,,Pacheco E.
118709,Roberto,Batista Betancor,U,1983-10-20,ESP,,,Batista Betancor R.
118710,Andres,Angerjarv,L,1984-11-29,EST,,,Angerjarv A.
118711,Anthony,Melhem,U,1981-04-02,FRA,,,Melhem A.
118712,Florent,Walter,R,1978-07-17,FRA,,,Walter F.
118713,Nikita,Svacko,R,1984-12-11,LAT,,,Svacko N.
118714,Jason,Hazley,U,1982-09-20,USA,,,Hazley J.
118715,Javier,Encina Soriano,U,1984-09-16,ESP,,,Encina Soriano J.
118716,Daniel,Tomas Serrano,U,1983-02-19,ESP,,,Tomas Serrano D.
118717,Jason,Torpey,R,1981-04-25,GBR,,,Torpey J.
118718,Jamie,Evans,U,1978-09-12,GBR,,,Evans J.
118719,Ben,Harknett,U,1985-10-25,GBR,,,Harknett B.
118720,Vicente,Joli Viera,U,1985-02-23,ESP,,,Joli Viera V.
118721,Juan,Torres Palacios,U,1983-08-03,ESP,,,Torres Palacios J.
118722,Kirill,Zavodov,U,1984-08-16,RUS,,,Zavodov K.
118723,Ola,Jonsson,R,1978-09-09,SWE,,,Jonsson O.
118724,Niklas,Persson,U,1984-10-13,SWE,,,Persson N.
118725,Julio,Rivera,U,1977-01-04,PUR,,,Rivera J.
118726,Yusuke,Nakagawa,U,1984-12-20,JPN,,,Nakagawa Y.
118727,Marc Xavier,Pijoan Gasso,U,1983-01-17,ESP,,,Pijoan Gasso M.
118728,Marc,Legris,U,1977-07-07,FRA,,,Legris M.
118729,Alex,Gonzalez Iglesias,U,1985-02-11,ESP,,,Gonzalez Iglesias A.
118730,Juan,Pardo Moran,U,1982-04-05,ESP,,,Pardo Moran J.
118731,Mickael,Ali Cayol,L,1983-01-10,FRA,,,Ali Cayol M.
118732,Olivier,Van Neste,U,1976-11-23,FRA,,,Van Neste O.
118733,Nick,Goldberg,U,1982-12-23,USA,,,Goldberg N.
118734,Carlos,Joya,U,1974-05-29,COL,,,Joya C.
118735,Paul,Mcnaughton,U,1983-07-30,USA,,,Mcnaughton P.
118736,Devin,Wakeford,U,1981-07-31,RSA,,,Wakeford D.
118737,Alfonso,Perez Villegas,U,1981-08-17,MEX,,,Perez Villegas A.
118738,Davidson,Kozlowski,U,1976-02-23,USA,,,Kozlowski D.
118739,Stuart,Beauchamp,U,1978-10-10,AUS,,,Beauchamp S.
118740,Ivan,Bryxine,R,1985-08-06,RUS,,,Bryxine I.
118741,Masaki,Harada,U,1983-09-23,JPN,,,Harada M.
118742,Boris,Turkic,U,1979-05-25,CRO,,,Turkic B.
118743,Ivor,Hitrec,U,1982-12-08,CRO,,,Hitrec I.
118744,Jose Pablo,Arizpe Balderas,L,1985-01-30,MEX,,,Arizpe Balderas J.
118745,Ron,Najera,U,1966-08-15,USA,,,Najera R.
118746,Ryan,Murphy,U,1982-12-20,USA,,,Murphy R.
118747,Marco Aurelio,Sanchez,U,1985-05-08,MEX,,,Sanchez M.
118748,Renick,Darnell,R,1982-10-03,USA,,,Darnell R.
118749,Jose Daniel,Digat,U,1987-02-16,CUB,,,Digat J.
118750,Perry,Crockett,R,1979-07-03,AUS,,,Crockett P.
118751,Pavel,Vila Aday,U,1985-03-16,CUB,,,Vila Aday P.
118752,Mark,Adamec,R,1984-02-05,AUS,,,Adamec M.
118753,Ivo,Senkyrik,U,1982-10-07,CZE,,,Senkyrik I.
118754,Jiri,Svoboda,U,1980-10-09,CZE,,,Svoboda J.
118755,Thorsten,Greif,U,1981-03-09,GER,,,Greif T.
118756,Michal,Kostecki,U,1979-11-23,POL,,,Kostecki M.
118757,Oleg,Ouchakov,R,1983-04-27,RUS,,,Ouchakov O.
118758,Ron,Mercer,U,1968-05-24,USA,,,Mercer R.
118759,Mark,Logger,R,1985-03-02,NED,,,Logger M.
118760,Sander,Koning,U,1982-01-31,NED,,,Koning S.
118761,Celso,Ribeiro,R,1986-03-19,BRA,,,Ribeiro C.
118762,Tiago,Gilioli,L,1984-02-17,BRA,,,Gilioli T.
118763,Marek,Dvorak,U,1984-02-27,CZE,,,Dvorak M.
118764,Besonbi,Touby,U,1978-11-17,COD,,,Touby B.
118765,Kwami,Gakpo,U,1984-01-24,TOG,,,Gakpo K.
118766,Ibukun,Ilesanmi,U,1983-08-03,NGR,,,Ilesanmi I.
118767,Ajayi,Ayodeji,U,1982-01-10,NGR,,,Ayodeji A.
118768,Sunday,Igbinovia,U,1986-11-16,NGR,,,Igbinovia S.
118769,Anthony,Azuonye,U,1985-07-25,NGR,,,Azuonye A.
118770,Chizoba,Mba,U,1985-12-12,NGR,,,Mba C.
118771,Yousef,Al Jamili,U,1987-07-31,KUW,,,Al Jamili Y.
118772,Fahad,Al Saad,U,1984-08-13,KSA,,,Al Saad F.
118773,Evgeni,Kour,U,1983-08-13,RUS,,,Kour E.
118774,Mohamed,Al Emam,U,1985-06-02,EGY,,,Al Emam M.
118775,Hamed,Al Solaiteen,U,1982-07-05,KUW,,,Al Solaiteen H.
118776,Govind,Rammohan,U,1987-05-22,IND,,,Rammohan G.
118777,Mohammed Rashid,Al Foudari,U,1979-06-17,KUW,,,Al Foudari M.
118778,Ahmed,Al Wazzan,U,1986-01-03,KUW,,,Al Wazzan A.
118779,Omar,Al Thagib,U,1983-12-15,KSA,,,Al Thagib O.
118780,Salem,Al Wadaani,U,1986-12-15,KUW,,,Al Wadaani S.
118781,Abdulla,Al Mekaimi,U,1983-09-30,KUW,,,Al Mekaimi A.
118782,Salvador,De La Torre,R,1986-01-20,MEX,,,De La Torre S.
118783,Mehdi,Daouki,U,1981-06-09,MAR,,,Daouki M.
118784,Jan,Macek,U,1980-12-20,GER,,,Macek J.
118785,Gregory,Chambaz,R,1985-06-15,SUI,,,Chambaz G.
118786,Jean Pierre,Huish,U,1978-08-12,NAM,,,Huish J.
118787,Leonardo,Gomes,U,1984-09-04,BRA,,,Gomes L.
118788,Steven,Kane,R,1982-10-10,USA,,,Kane S.
118789,Rodrigo,Teixeira,U,1983-03-13,BRA,,,Teixeira R.
118790,Deron,Grant,U,1982-12-07,VIN,,,Grant D.
118791,Raymond,Broome,U,1981-04-10,BAR,,,Broome R.
118792,Mark,Van Romondt,U,1983-12-12,ARU,,,Van Romondt M.
118793,Eric,Gildhorn,U,1980-02-16,ARU,,,Gildhorn E.
118794,Yuri,Platonov,U,1985-02-18,RUS,,,Platonov Y.
118795,Federico,Soriano Gallo,U,1984-12-19,ESP,,,Soriano Gallo F.
118796,Omar Khaled,Abdel Aziz,R,1983-05-23,EGY,,,Abdel Aziz O.
118797,Narcis,Pelach Torres,R,1982-12-27,ESP,,,Pelach Torres N.
118798,Albert,Ballesta Coll,U,1983-06-12,ESP,,,Ballesta Coll A.
118799,Mohammed,Shaaban,U,1984-02-01,EGY,,,Shaaban M.
118800,Hicham,Balbaa,R,1984-11-14,EGY,,,Balbaa H.
118801,Maged,Nader Aziz,U,1984-04-11,EGY,,,Nader Aziz M.
118802,Jakub,Cech,R,1983-06-11,CZE,,,Cech J.
118803,Andrea,Fantechi,U,1978-05-24,ITA,,,Fantechi A.
118804,Marvin,Villanueva,U,1982-05-19,MEX,,,Villanueva M.
118805,Richard,Crabtree,U,1980-01-26,GBR,,,Crabtree R.
118806,Aurelio,Martinez,U,1984-10-23,MEX,,,Martinez A.
118807,Juan Carlos,Gomez Straffon,R,1984-06-19,MEX,,,Gomez Straffon J.
118808,Daniel,Vallejo,R,1984-05-21,MEX,,,Vallejo D.
118809,Jesus,Moreno,U,1981-01-04,MEX,,,Moreno J.
118810,Alejandro,Marquina,U,1983-07-31,MEX,,,Marquina A.
118811,Lukas,Fricker,R,1981-02-26,SUI,,,Fricker L.
118812,Marco Antonio,Del Hierro,U,1982-07-17,MEX,,,Del Hierro M.
118813,Oscar,Marquina Corona,U,1974-11-13,MEX,,,Marquina Corona O.
118814,Raul,Bermudez,U,1978-10-03,VEN,,,Bermudez R.
118815,Alberto,Bastidas,R,1976-03-10,VEN,,,Bastidas A.
118816,Nicolas,Laverde,U,1979-09-24,COL,,,Laverde N.
118817,Juan Marco,Hernandez,U,1984-09-08,DOM,,,Hernandez J.
118818,Omer,Abramovich,R,1984-07-05,ISR,,,Abramovich O.
118819,Iouri,Barkov,L,1985-02-20,FIN,,,Barkov I.
118820,Eric,Hagenimana,U,1985-01-20,RWA,,,Hagenimana E.
118821,John,Ngaboziza,U,1983-07-15,RWA,,,Ngaboziza J.
118822,Daniel,Ruyange,U,1985-11-03,UGA,,,Ruyange D.
118823,Claude,Mpazimaka,U,1981-08-02,RWA,,,Mpazimaka C.
118824,Sebastian,Mtupili,U,1973-05-23,TAN,,,Mtupili S.
118825,Jean Claude,Gasigwa,U,1983-07-08,RWA,,Q18746244,Gasigwa J.
118826,Johannes,Prins,U,1977-12-28,RSA,,,Prins J.
118827,Ata,Khatib,R,1982-12-19,GBR,,,Khatib A.
118828,Alain,Hakizimana,U,1982-12-26,RWA,,,Hakizimana A.
118829,Stephen,Donovan,U,1976-07-02,USA,,,Donovan S.
118830,Jessie,Koti,U,1979-04-10,ZIM,,,Koti J.
118831,Prabhjit,Singh,U,1982-07-07,IND,,,Singh P.
118832,Gurverinder,Sahota Singh,U,1975-08-16,IND,,,Sahota Singh G.
118833,Francis Thuku,Mwangi,U,1982-05-07,KEN,,,Mwangi F.
118834,Nixon,Wekesa,U,1979-06-30,KEN,,,Wekesa N.
118835,Dor,Wertheimer,R,1984-03-16,ISR,,,Wertheimer D.
118836,Qi Nan,Yin,U,1980-10-07,CHN,,,Yin Q.
118837,Sung Yeol,Yoon,R,1983-07-15,KOR,,,Yoon S.
118838,Sung Hyuk,Yu,U,1982-05-31,KOR,,,Yu S.
118839,Matan,Shitrit,R,1983-07-11,ISR,,,Shitrit M.
118840,Ai Min,Zhang,U,1982-03-01,CHN,,,Zhang A.
118841,Wei,Wei,R,1982-03-06,CHN,,,Wei W.
118842,Zhe,Zhang,U,1981-04-28,CHN,,,Zhang Z.
118843,Fares,Zaier,U,1984-02-07,TUN,,,Zaier F.
118844,Jose,Sanchez Luque,U,1964-12-01,ESP,,,Sanchez Luque J.
118845,Adam,Loucks,U,1986-01-17,USA,,,Loucks A.
118846,Xoel,Rodriguez Costa,U,1984-01-25,ESP,,,Rodriguez Costa X.
118847,Adrian,Sampedro Araujo,U,1985-01-20,ESP,,,Sampedro Araujo A.
118848,Pablo,Valin Fernandez,U,1986-04-03,ESP,,,Valin Fernandez P.
118849,Carlos,Conde Iglesias,U,1986-04-01,ESP,,,Conde Iglesias C.
118850,Juan Pablo,Abarca,U,1971-11-30,CHI,,,Abarca J.
118851,Andreas,Petersen,U,1984-04-02,DEN,,,Petersen A.
118852,Ole,Jensen,U,1979-04-11,DEN,,,Jensen O.
118853,Rayne,Russell,U,1985-09-09,JAM,,,Russell R.
118854,Nicolas,Quesnel,R,1971-01-08,CAN,,,Quesnel N.
118855,Sebastian,Byrne,U,1981-05-01,AUS,,,Byrne S.
